GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,EqualsBuilder,49,971,38,196,20,247,39,114,1,35
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle.ShortPrefixToStringStyle,2,9,0,0,1,4,1,1,1,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,19,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle,182,1550,26,192,42,471,42,180,16,97
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,RecursiveToStringStyle,0,47,1,5,0,14,1,6,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ReflectionToStringBuilder,52,330,2,42,7,82,6,43,4,23
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle.MultiLineToStringStyle,2,29,0,0,1,6,1,1,1,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle.JsonToStringStyle,207,192,42,22,70,56,33,17,8,10
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,CompareToBuilder,55,989,30,210,21,239,32,119,2,29
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder,104,647,22,128,22,153,22,75,0,22
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringBuilder,195,394,1,11,38,95,20,50,19,45
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,IDKey,6,31,3,3,2,9,3,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffResult,0,127,0,12,0,32,0,13,0,7
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,StandardToStringStyle,97,46,0,0,39,23,29,12,29,12
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle.DefaultToStringStyle,2,3,0,0,1,2,1,1,1,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle.NoClassNameToStringStyle,2,9,0,0,1,4,1,1,1,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,19,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle.SimpleToStringStyle,2,18,0,0,1,7,1,1,1,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,ToStringStyle.NoFieldNameToStringStyle,2,6,0,0,1,3,1,1,1,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,Diff,0,52,0,0,0,10,0,5,0,5
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,HashCodeBuilder,29,738,2,92,4,158,5,79,3,34
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,MultilineRecursiveToStringStyle,96,310,1,7,24,62,5,13,4,10
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},0,21,0,0,0,4,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TwentyFourHourField,6,28,0,2,2,9,1,4,1,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.StringLiteral,0,16,0,0,0,6,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.StrategyAndWidth,0,34,0,6,0,9,0,5,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.CharacterLiteral,0,14,0,0,0,6,0,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FormatCache,22,177,3,17,5,39,3,16,0,9
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.PaddedNumberField,4,29,1,1,1,10,1,4,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,StopWatch,5,235,1,29,1,63,1,34,0,20
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser,8,644,5,75,2,138,6,67,1,22
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,DateUtils,54,1354,16,194,12,299,18,152,4,56
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,13,0,2,0,3,0,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy,0,184,0,19,0,38,0,12,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.PatternStrategy,0,50,0,2,0,13,0,6,0,5
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,11,0,2,0,3,0,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TimeZoneNameRule,0,60,0,2,0,13,0,4,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,DateFormatUtils,9,156,0,0,1,43,1,17,1,17
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,13,0,2,0,3,0,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy.TzInfo,0,14,0,2,0,4,0,2,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.NumberStrategy,0,87,1,13,0,28,1,10,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TimeZoneDisplayKey,4,65,4,8,2,16,4,5,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.ISO8601TimeZoneStrategy,0,56,0,6,0,16,0,8,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.CaseInsensitiveTextStrategy,0,54,0,0,0,13,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter,55,968,14,129,11,237,14,102,2,30
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TwoDigitYearField,0,23,0,0,0,8,0,5,0,5
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,DurationFormatUtils.Token,13,108,1,15,2,28,3,14,2,7
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,DateUtils.DateIterator,0,44,0,2,0,11,0,5,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateFormat.new FormatCache() {...},0,10,0,0,0,3,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FormatCache.MultipartKey,0,50,0,6,0,11,0,6,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateFormat,17,280,0,2,3,47,3,40,3,39
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TwelveHourField,6,28,0,2,2,9,1,4,1,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.Strategy,2,0,0,0,1,0,1,0,1,0
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.new Comparator() {...},0,7,0,0,0,3,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TwoDigitNumberField,0,28,0,2,0,11,0,5,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,11,0,2,0,3,0,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TwoDigitMonthField,0,23,0,0,0,8,0,5,0,5
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,DateUtils.ModifyType,0,34,0,0,0,7,0,1,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.DayInWeekField,6,27,0,2,2,7,1,4,1,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.UnpaddedNumberField,0,39,0,4,0,13,0,6,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.Iso8601_Rule,0,99,0,12,0,30,0,12,0,5
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,8,0,0,0,3,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.StrategyParser,0,159,0,24,0,31,0,16,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDateParser.CopyQuotedStrategy,0,55,0,6,0,14,0,6,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TextField,0,43,0,4,0,12,0,5,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.WeekYear,6,17,0,0,2,6,1,3,1,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.TimeZoneNumberRule,0,67,0,4,0,19,0,6,0,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,CalendarReflection,48,41,14,3,16,7,10,4,1,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,StopWatch.SplitState,0,24,0,0,0,3,0,1,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,DurationFormatUtils,22,854,10,113,10,211,10,68,0,13
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,FastDatePrinter.UnpaddedMonthField,3,31,1,1,1,10,1,5,0,5
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.time,StopWatch.State,0,44,0,0,0,5,0,1,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,WordUtils,0,538,1,95,0,137,1,62,0,15
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrMatcher.NoMatcher,0,5,0,0,0,3,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrLookup,0,23,0,0,0,7,0,5,0,5
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,ExtendedMessageFormat,137,621,31,78,32,157,32,47,5,17
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrBuilder.StrBuilderWriter,0,43,0,0,0,15,0,8,0,8
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrMatcher.CharSetMatcher,0,22,0,2,0,5,0,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,FormattableUtils,12,113,1,15,3,14,3,11,2,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,CompositeFormat,0,34,0,0,0,9,0,6,0,6
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrBuilder.StrBuilderTokenizer,8,27,2,2,2,8,2,3,0,3
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrBuilder,77,3486,22,510,18,748,24,391,2,147
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrMatcher.TrimMatcher,0,12,0,2,0,3,0,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrMatcher.CharMatcher,0,16,0,2,0,4,0,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrSubstitutor,15,1004,7,99,7,272,7,102,0,56
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrBuilder.StrBuilderReader,0,148,1,23,0,31,1,20,0,9
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrLookup.SystemPropertiesStrLookup,1,8,0,2,1,3,0,2,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrTokenizer,51,920,2,90,19,232,8,103,6,59
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrMatcher,0,135,0,12,0,35,0,22,0,16
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrLookup.MapStrLookup,0,23,0,4,0,9,0,4,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/main/java",org.apache.commons.lang3.text,StrMatcher.StringMatcher,14,40,0,6,1,10,1,5,1,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,RangeTest.new Comparable() {...},0,8,0,0,0,3,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,RangeTest.new Comparator() {...},0,8,0,0,0,3,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,StringUtilsIsTest,0,347,0,0,0,121,0,9,0,9
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,ClassUtilsTest,53,3820,0,6,14,812,2,63,2,60
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,ObjectUtilsTest.CloneableString,0,8,0,0,0,3,0,2,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,TooMany,0,654,0,0,0,4,0,1,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,AnnotationUtilsTest.new InvocationHandler() {...},16,43,8,6,2,7,6,3,0,2
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,StringUtilsEqualsIndexOfTest.CustomCharSequence,17,31,1,3,3,9,4,5,3,4
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,ArrayUtilsTest.TestClass,0,6,0,0,0,1,0,1,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,ClassUtilsTest.new Object() {...},0,6,0,0,0,2,0,1,0,1
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,RangeTest,27,1093,2,2,6,184,4,24,2,24
"commons-lang3-code-coverage (Apr 4, 2019 12:18:11 AM)/commons-lang3/src/test/java",org.apache.commons.lang3,ClassUtilsTest.Inner.DeeplyNested,6,0,0,0,1,0,1,0,1,0
